-1.5, -1.5, 0, 1
-1.5, -1.48438, 0, 1
-1.5, -1.45312, 0, 1
-1.5, -1.40625, 0, 1
-1.5, -1.35938, 0, 1
-1.5, -1.3125, 0, 1
-1.5, -1.26562, 0, 1
-1.5, -1.21875, 0, 1
-1.5, -1.17188, 0, 1
-1.5, -1.125, 0, 1
-1.5, -1.07812, 0, 1
-1.5, -1.03125, 0, 1
-1.5, -0.984375, 0, 1
-1.5, -0.9375, 0, 1
-1.5, -0.890625, 0, 1
-1.5, -0.84375, 0, 1
-1.5, -0.796875, 0, 1
-1.5, -0.75, 0, 1
-1.5, -0.703125, 0, 1
-1.5, -0.65625, 0, 1
-1.5, -0.609375, 0, 1
-1.5, -0.5625, 0, 1
-1.5, -0.515625, 0, 1
-1.5, -0.46875, 0, 1
-1.5, -0.421875, 0, 1
-1.5, -0.375, 0, 1
-1.5, -0.328125, 0, 1
-1.5, -0.28125, 0, 1
-1.5, -0.234375, 0, 1
-1.5, -0.1875, 0, 1
-1.5, -0.140625, 0, 1
-1.5, -0.09375, 0, 1
-1.5, -0.046875, 0, 1
-1.5, 0, 0, 1
-1.5, 0.046875, 0, 1
-1.5, 0.09375, 0, 1
-1.5, 0.140625, 0, 1
-1.5, 0.1875, 0, 1
-1.5, 0.234375, 0, 1
-1.5, 0.28125, 0, 1
-1.5, 0.328125, 0, 1
-1.5, 0.375, 0, 1
-1.5, 0.421875, 0, 1
-1.5, 0.46875, 0, 1
-1.5, 0.515625, 0, 1
-1.5, 0.5625, 0, 1
-1.5, 0.609375, 0, 1
-1.5, 0.65625, 0, 1
-1.5, 0.703125, 0, 1
-1.5, 0.75, 0, 1
-1.5, 0.796875, 0, 1
-1.5, 0.84375, 0, 1
-1.5, 0.890625, 0, 1
-1.5, 0.9375, 0, 1
-1.5, 0.984375, 0, 1
-1.5, 1.03125, 0, 1
-1.5, 1.07812, 0, 1
-1.5, 1.125, 0, 1
-1.5, 1.17188, 0, 1
-1.5, 1.21875, 0, 1
-1.5, 1.26562, 0, 1
-1.5, 1.3125, 0, 1
-1.5, 1.35938, 0, 1
-1.5, 1.40625, 0, 1
-1.5, 1.45312, 0, 1
-1.5, 1.48438, 0, 1
-1.5, 1.5, 0, 1
-1.48438, -1.5, 0, 1
-1.48438, -1.48438, 0.000244141, 1
-1.48438, -1.45312, 0.000724792, 1
-1.48438, -1.40625, 0.00142288, 1
-1.48438, -1.35938, 0.00209808, 1
-1.48438, -1.3125, 0.0027504, 1
-1.48438, -1.26562, 0.00337982, 1
-1.48438, -1.21875, 0.00398636, 1
-1.48438, -1.17188, 0.00457001, 1
-1.48438, -1.125, 0.00513077, 1
-1.48438, -1.07812, 0.00566864, 1
-1.48438, -1.03125, 0.00618362, 1
-1.48438, -0.984375, 0.00667572, 1
-1.48438, -0.9375, 0.00714493, 1
-1.48438, -0.890625, 0.00759125, 1
-1.48438, -0.84375, 0.00801468, 1
-1.48438, -0.796875, 0.00841522, 1
-1.48438, -0.75, 0.00879288, 1
-1.48438, -0.703125, 0.00914764, 1
-1.48438, -0.65625, 0.00947952, 1
-1.48438, -0.609375, 0.00978851, 1
-1.48438, -0.5625, 0.0100746, 1
-1.48438, -0.515625, 0.0103378, 1
-1.48438, -0.46875, 0.0105782, 1
-1.48438, -0.421875, 0.0107956, 1
-1.48438, -0.375, 0.0109901, 1
-1.48438, -0.328125, 0.0111618, 1
-1.48438, -0.28125, 0.0113106, 1
-1.48438, -0.234375, 0.0114365, 1
-1.48438, -0.1875, 0.0115395, 1
-1.48438, -0.140625, 0.0116196, 1
-1.48438, -0.09375, 0.0116768, 1
-1.48438, -0.046875, 0.0117111, 1
-1.48438, 0, 0.0117226, 1
-1.48438, 0.046875, 0.0117111, 1
-1.48438, 0.09375, 0.0116768, 1
